train label,class id,species
5866,281439,Aconitum kongboense Lauener
5867,281483,Aconitum napellus L.
5868,281607,Aconitum uncinatum L.
5869,281608,Aconitum variegatum L.
5870,281635,Actaea elata (Nutt.) Prantl
5871,281644,Actaea pachypoda Elliott
5872,281647,Actaea racemosa L.
5873,281648,Actaea rubra (Aiton) Willd.
5874,281650,Actaea spicata L.
5875,281657,Adonis aestivalis L.
5876,281660,Adonis annua L.
5877,281701,Anemone alpina L.
5878,281707,Anemone apennina L.
5879,281711,Anemone baldensis L.
5880,281713,Anemone berlandieri Pritz.
5881,281721,Anemone canadensis L.
5882,281722,Anemone caroliniana Walter
5883,281729,Anemone coronaria L.
5884,28175,Philodendron quinquenervium Miq.
5885,281763,Anemone hortensis L.
5886,28177,Philodendron radiatum Schott
5887,281780,Anemone nemorosa L.
5888,281789,Anemone palmata L.
5889,281790,Anemone parviflora Michx.
5890,281791,Anemone patens L.
5891,281798,Anemone pratensis L.
5892,281803,Anemone quinquefolia L.
5893,281805,Anemone ranunculoides L.
5894,281810,Anemone richardsonii Hook.
5895,281812,Anemone rivularis Buch.-Ham. ex DC.
5896,281833,Anemone sylvestris L.
5897,281849,Anemone tuberosa Rydb.
5898,28185,Philodendron rhodoaxis G.S.Bunting
5899,281853,Anemone vernalis L.
5900,281855,Anemone virginiana L.
5901,281858,Anemone whyteana Baker f.
5902,281863,Anemonella thalictroides (L.) Spach
5903,281874,Aquilegia alpina L.
5904,281876,Aquilegia atrata Koch
5905,281885,Aquilegia bertolonii Schott
5906,281891,Aquilegia canadensis L.
5907,281906,Aquilegia eximia Van Houtte ex Planch.
5908,281909,Aquilegia formosa Fisch. ex DC.
5909,281952,Aquilegia pubescens Coville
5910,281964,Aquilegia triternata Payson
5911,281972,Aquilegia vulgaris L.
5912,282005,Callianthemum angustifolium Witasek
5913,282018,Caltha leptosepala DC.
5914,282051,Clematis alpina (L.) Mill.
5915,282076,Clematis buchananiana DC.
5916,282094,Clematis cirrhosa L.
5917,282134,Clematis flammula L.
5918,282137,Clematis foetida Raoul
5919,282170,Clematis heracleifolia DC.
5920,282203,Clematis ladakhiana Grey-Wilson
5921,282207,Clematis lasiantha Nutt.
5922,282241,Clematis montana Buch.-Ham. ex DC.
5923,282258,Clematis occidentalis (Hornem.) DC.
5924,282259,Clematis ochroleuca Aiton
5925,282271,Clematis pauciflora Nutt.
5926,282307,Clematis recta L.
5927,282308,Clematis rehderiana Craib
5928,282347,Clematis tangutica (Maxim.) Korsh.
5929,282353,Clematis terniflora DC.
5930,282355,Clematis texensis Buckley
5931,282360,Clematis tibetana Kuntze
5932,282383,Clematis versicolor Small
5933,282392,Clematis viticella L.
5934,282412,Consolida ajacis (L.) Schur
5935,282445,Consolida regalis Gray
5936,282467,Coptis asplenifolia Salisb.
5937,28250,Philodendron surinamense (Miq.) Engl.
5938,282549,Delphinium cardinale Hook.
5939,282551,Delphinium carolinianum Walter
5940,282608,Delphinium elatum L.
5941,282615,Delphinium exaltatum Aiton
5942,282632,Delphinium gracile DC.
5943,282633,Delphinium gracilentum Greene
5944,282640,Delphinium gypsophilum Ewan
5945,282641,Delphinium halteratum Sm.
5946,282643,Delphinium hansenii (Greene) Greene
5947,282660,Delphinium hutchinsoniae Ewan
5948,282759,Delphinium nuttallianum Pritz. ex Walp.
5949,282779,Delphinium patens Benth.
5950,282784,Delphinium pentagynum Lam.
5951,282785,Delphinium peregrinum L.
5952,282792,Delphinium polycladon Eastw.
5953,282824,Delphinium recurvatum Greene
5954,282837,Delphinium scaposum Greene
5955,282860,Delphinium staphisagria L.
5956,282889,Delphinium tricorne Michx.
5957,282904,Delphinium valens Standl.
5958,282908,Delphinium vestitum Wall. ex Royle
5959,282971,Eranthis hyemalis (L.) Salisb.
5960,282982,Ficaria verna Huds.
5961,283005,Helleborus foetidus L.
5962,283008,Helleborus niger L.
5963,283010,Helleborus orientalis Lam.
5964,283013,Helleborus viridis L.
5965,283016,Hydrastis canadensis L.
5966,283044,Myosurus alopecuroides Greene
5967,283046,Myosurus apetalus Gay
5968,283048,Myosurus cupulatus S. Watson
5969,283056,Nigella arvensis L.
5970,283114,Ranunculus abortivus L.
5971,283115,Ranunculus acaulis DC.
5972,283117,Ranunculus aconitifolius L.
5973,283121,Ranunculus adoneus A. Gray
5974,283128,Ranunculus alismifolius Geyer ex Benth.
5975,283143,Ranunculus arvensis L.
5976,283148,Ranunculus auricomus L.
5977,283168,Ranunculus bulbosus L.
5978,283169,Ranunculus bullatus L.
5979,283173,Ranunculus californicus Benth.
5980,283176,Ranunculus canus Benth.
5981,283199,Ranunculus cortusifolius Willd.
5982,283201,Ranunculus creticus L.
5983,283221,Ranunculus eschscholtzii Schltdl.
5984,283225,Ranunculus fascicularis Muhl. ex Bigelow
5985,283242,Ranunculus glaberrimus Hook.
5986,283249,Ranunculus gramineus L.
5987,283259,Ranunculus harveyi (A. Gray) Britton
5988,283263,Ranunculus hederaceus L.
5989,283268,Ranunculus hookeri Schltdl.
5990,283273,Ranunculus hyperboreus Rottb.
5991,283274,Ranunculus hystriculus A. Gray
5992,283275,Ranunculus illyricus L.
5993,283285,Ranunculus jovis A. Nelson
5994,283297,Ranunculus lanuginosus L.
5995,283303,Ranunculus lingua L.
5996,283327,Ranunculus micranthus Nutt.
5997,283343,Ranunculus multifidus Forssk.
5998,283345,Ranunculus muricatus L.
5999,283352,Ranunculus nivalis L.
6000,283359,Ranunculus occidentalis Nutt.
6001,283363,Ranunculus omiophyllus Ten.
6002,283369,Ranunculus orthorhynchus Hook.
6003,283375,Ranunculus paludosus Poir.
6004,283377,Ranunculus parnassifolius L.
6005,283378,Ranunculus parviflorus L.
6006,283393,Ranunculus platanifolius L.
6007,283420,Ranunculus pygmaeus Wahlenb.
6008,283426,Ranunculus recurvatus Poir.
6009,283429,Ranunculus repens L.
6010,283441,Ranunculus sardous Crantz
6011,283443,Ranunculus sceleratus L.
6012,283503,Ranunculus uncinatus D. Don
6013,283530,Thalictrum alpinum L.
6014,283533,Thalictrum aquilegiifolium L.
6015,283545,Thalictrum clavatum DC.
6016,283557,Thalictrum dioicum L.
6017,283561,Thalictrum fendleri Engelm. ex A. Gray
6018,283564,Thalictrum flavum L.
6019,283566,Thalictrum foetidum L.
6020,283602,Thalictrum minus L.
6021,283625,Thalictrum polycarpum (Torr.) S. Watson
6022,283636,Thalictrum revolutum DC.
6023,283651,Thalictrum simplex L.
6024,283660,Thalictrum strigillosum Hemsl.
6025,283685,Trautvetteria caroliniensis (Walter) Vail
6026,283690,Trollius albiflorus (A. Gray) Rydb.
6027,283698,Trollius europaeus L.
6028,283704,Trollius laxus Salisb.
6029,283717,Trollius yunnanensis (Franch.) Ulbr.
6030,283726,Xanthorhiza simplicissima Marshall
6031,283850,Ochradenus baccatus Delile
6032,283861,Reseda alba L.
6033,283870,Reseda glauca L.
6034,283876,Reseda lutea L.
6035,283877,Reseda luteola L.
6036,283883,Reseda phyteuma L.
6037,284461,Alphitonia ponderosa Hillebr.
6038,284504,Berchemia discolor (Klotzsch) Hemsl.
6039,284540,Berchemia zeyheri (Sond.) Grubov
6040,284560,Ceanothus americanus L.
6041,284561,Ceanothus arboreus Greene
6042,284564,Ceanothus caeruleus Lag.
6043,284566,Ceanothus cordulatus Kellogg
6044,284567,Ceanothus crassifolius Torr.
6045,284568,Ceanothus cuneatus (Hook.) Nutt.
6046,284569,Ceanothus cyaneus Eastw.
6047,284572,Ceanothus diversifolius Kellogg
6048,284575,Ceanothus foliosus Parry
6049,284576,Ceanothus fresnensis Dudley ex Abrams
6050,284581,Ceanothus herbaceus Raf.
6051,284582,Ceanothus impressus Trel.
6052,284585,Ceanothus jepsonii Greene
6053,284587,Ceanothus lemmonii Parry
6054,284588,Ceanothus leucodermis Greene
6055,284589,Ceanothus maritimus Hoover
6056,284591,Ceanothus megacarpus Nutt.
6057,284594,Ceanothus oliganthus Nutt.
6058,284602,Ceanothus purpureus Jeps.
6059,284604,Ceanothus sanguineus Pursh
6060,284606,Ceanothus spinosus Nutt.
6061,284608,Ceanothus tomentosus Parry
6062,284609,Ceanothus velutinus Douglas ex Hook.
6063,284616,Colletia paradoxa (Spreng.) Escal.
6064,284622,Colubrina arborescens (Mill.) Sarg.
6065,284624,Colubrina asiatica (L.) Brongn.
6066,284633,Colubrina elliptica (Sw.) Brizicky & W.L.Stern
6067,284750,Discaria toumatou Raoul
6068,284762,Frangula alnus Mill.
6069,284803,Gouania bishopii Hillebr.
6070,284836,Gouania longispicata Engl.
6071,284842,Gouania meyenii Steud.
6072,284863,Gouania velutina Reissek
6073,284878,Hovenia dulcis Thunb.
6074,284882,Karwinskia calderonii Standl.
6075,284897,Krugiodendron ferreum (Vahl) Urb.
6076,284926,Paliurus spina-christi Mill.
6077,285104,Rhamnus alaternus L.
6078,285106,Rhamnus alpina L.
6079,285116,Rhamnus caroliniana Walter
6080,285117,Rhamnus cathartica L.
6081,285119,Rhamnus crocea Nutt.
6082,285142,Rhamnus ilicifolia Kellogg
6083,285156,Rhamnus lycioides L.
6084,285175,Rhamnus pirifolia Greene
6085,285190,Rhamnus saxatilis Jacq.
6086,285247,Scutia capensis (Thunb.) G. Don
6087,285293,Ziziphus guatemalensis Hemsl.
6088,285297,Ziziphus jujuba Mill.
6089,285300,Ziziphus lotus (L.) Lam.
6090,285307,Ziziphus mucronata Willd.
6091,285313,Ziziphus parryi Torr.
6092,285354,Bruguiera sexangula (Lour.) Poir.
6093,285486,Rhizophora mangle L.
6094,285487,Rhizophora mucronata Lam.
6095,285507,Roridula gorgonias Planch.
6096,285514,Acaena caesiglauca Bergmans
6097,285517,Acaena elongata L.
6098,285519,Acaena inermis Hook.f.
6099,285529,Acaena novae-zelandiae Kirk
6100,285543,Adenostoma sparsifolium Torr.
6101,285548,Agrimonia bracteata E.Mey. ex C.A.Mey.
6102,285550,Agrimonia eupatoria L.
6103,285553,Agrimonia gryposepala Wallr.
6104,285557,Agrimonia pilosa Ledeb.
6105,285558,Agrimonia procera Wallr.
6106,285559,Agrimonia pubescens Wallr.
6107,285561,Agrimonia rostellata Wallr.
6108,285562,Agrimonia striata Michx.
6109,285584,Alchemilla alpigena Buser
6110,28568,Sauromatum horsfieldii Miq.
6111,285685,Alchemilla conjuncta Bab.
6112,28570,Sauromatum venosum (Dryand. ex Aiton) Kunth
6113,285762,Alchemilla filicaulis Buser
6114,285790,Alchemilla glabra Neygenf.
6115,285868,Alchemilla kiwuensis Engl.
6116,285931,Alchemilla mollis (Buser) Rothm.
6117,285933,Alchemilla monticola Opiz
6118,286159,Alchemilla xanthochlora Rothm.
6119,286178,Amelanchier laevis Wiegand
6120,286181,Amelanchier ovalis Medik.
6121,286182,Amelanchier pallida Greene
6122,286190,Amelanchier utahensis Koehne
6123,286193,Aphanes arvensis L.
6124,286195,Aphanes australis Rydb.
6125,286214,Aronia arbutifolia (L.) Pers.
6126,286215,Aronia melanocarpa (Michx.) Elliott
6127,286226,Cercocarpus douglasii Rydb.
6128,286228,Cercocarpus fothergilloides Kunth
6129,286231,Cercocarpus montanus Raf.
6130,286235,Chaenomeles japonica (Thunb.) Lindl. ex Spach
6131,286236,Chaenomeles sinensis (Dum.Cours.) Koehne
6132,286237,Chaenomeles speciosa (Sweet) Nakai
6133,286239,Chamaebatia australis (Brandegee) Abrams
6134,286241,Chamaebatia foliolosa Benth.
6135,286242,Chamaebatiaria millefolium (Torr.) Maxim.
6136,286359,Coleogyne ramosissima Torr.
6137,286367,Comarum palustre L.
6138,286480,Cotoneaster horizontalis Decne.
6139,286495,Cotoneaster integerrimus Medik.
6140,286523,Cotoneaster microphyllus Wall. ex Lindl.
6141,286559,Cotoneaster pannosus Franch.
6142,286577,Cotoneaster rehderi Pojark.
6143,286595,Cotoneaster simonsii hort. ex Baker
6144,286699,Crataegus albicans Ashe
6145,286775,Crataegus douglasii Lindl.
6146,286879,Crataegus marshallii Eggl.
6147,286945,Crataegus punctata Jacq.
6148,287033,Cydonia oblonga Mill.
6149,287047,Dryas drummondii Richardson ex Hook.
6150,287051,Dryas octopetala L.
6151,287066,Duchesnea indica (Jacks.) Focke
6152,287069,Eriobotrya deflexa (Hemsl.) Nakai
6153,287072,Eriobotrya japonica (Thunb.) Lindl.
6154,287099,Filipendula rubra (Hill) B.L.Rob.
6155,287101,Filipendula ulmaria (L.) Maxim.
6156,287103,Filipendula vulgaris Moench
6157,287106,Fragaria chiloensis (L.) Mill.
6158,287120,Fragaria virginiana Mill.
6159,287129,Geum aleppicum Jacq.
6160,287135,Geum canadense Jacq.
6161,287142,Geum macrophyllum Willd.
6162,287149,Geum reptans L.
6163,287152,Geum rivale L.
6164,287154,Geum triflorum Pursh
6165,287155,Geum urbanum L.
6166,287173,Holodiscus discolor (Pursh) Maxim.
6167,287180,Horkelia daucifolia (Greene) Rydb.
6168,287181,Horkelia fusca Lindl.
6169,287182,Horkelia marinensis (Elmer) Crum
6170,287185,Horkelia tridentata Torr.
6171,287194,Ivesia santolinoides A.Gray
6172,287201,Kerria japonica (L.) DC.
6173,287207,Luetkea pectinata (Pursh) Kuntze
6174,287214,Malacomeles denticulata (Kunth) G.N.Jones
6175,28722,Spathicarpa hastifolia Hook.
6176,287233,Malus domestica Borkh.
6177,287240,Malus halliana Koehne
6178,287258,Malus orientalis Uglitzk. ex Juz.
6179,287266,Malus sargentii Rehder
6180,287272,Malus sylvestris (L.) Mill.
6181,287280,Malus zumi (Matsum.) Rehder
6182,287285,Mespilus germanica L.
6183,287298,Neillia sinensis Oliv.
6184,287317,Osteomeles anthyllidifolia (Sm.) Lindl.
6185,287370,Photinia serratifolia (Desf.) Kalkman
6186,287374,Photinia villosa (Thunb.) DC.
6187,287381,Physocarpus capitatus (Pursh) Kuntze
6188,287385,Physocarpus opulifolius (L.) Maxim.
6189,287391,Polylepis hieronymi Pilg.
6190,287427,Potentilla alba L.
6191,287434,Potentilla anglica Laichard.
6192,287445,Potentilla arguta Pursh
6193,287459,Potentilla aurea L.
6194,287478,Potentilla canadensis L.
6195,287491,Potentilla crantzii (Crantz) Beck ex Fritsch
6196,287508,Potentilla drummondii Lehm.
6197,287512,Potentilla erecta (L.) Raeusch.
6198,287534,Potentilla gracilis Douglas ex Hook.
6199,287544,Potentilla hippiana Lehm.
6200,287549,Potentilla hyparctica Malte
6201,287555,Potentilla inclinata Vill.
6202,287556,Potentilla intermedia L.
6203,287585,Potentilla micrantha Ramond ex DC.
6204,287587,Potentilla millefolia Rydb.
6205,287592,Potentilla morefieldii Ertter
6206,287636,Potentilla pseudosericea Rydb.
6207,28765,Spathiphyllum phryniifolium Schott
6208,287669,Potentilla simplex Michx.
6209,287679,Potentilla sterilis (L.) Garcke
6210,287689,Potentilla supina L.
6211,287746,Prunus × yedoensis Matsum.
6212,28775,Spathiphyllum wallisii Regel
6213,287752,Prunus americana Marshall
6214,287755,Prunus angustifolia Marshall
6215,287759,Prunus armeniaca L.
6216,287760,Prunus avium (L.) L.
6217,287778,Prunus caroliniana (Mill.) Aiton
6218,287780,Prunus cerasifera Ehrh.
6219,287782,Prunus cerasus L.
6220,28779,Spirodela polyrrhiza (L.) Schleid.
6221,287797,Prunus cyclamina Koehne
6222,287807,Prunus domestica L.
6223,287859,Prunus laurocerasus L.
6224,287865,Prunus lusitanica L.
6225,287867,Prunus lyonii (Eastw.) Sarg.
6226,287868,Prunus maackii Rupr.
6227,287870,Prunus mahaleb L.
6228,287873,Prunus maritima Marshall
6229,287879,Prunus mira Koehne
6230,287901,Prunus persica (L.) Batsch
6231,287926,Prunus sargentii Rehder
6232,287950,Prunus subcordata Benth.
6233,287952,Prunus subhirtella Miq.
6234,287961,Prunus tomentosa Thunb.
6235,287965,Prunus triloba Lindl.
6236,287966,Prunus tucumanensis Lillo
6237,287981,Prunus virginiana L.
6238,288009,Pyracantha koidzumii (Hayata) Rehder
6239,288017,Pyrus amygdaliformis Vill.
6240,288021,Pyrus bourgaeana Decne.
6241,288025,Pyrus calleryana Decne.
6242,288038,Pyrus floribunda Lindl.
6243,288064,Pyrus salicifolia Pall.
6244,288068,Pyrus syriaca Boiss.
6245,288084,Rhaphiolepis indica (L.) Lindl.
6246,288088,Rhodotypos scandens (Thunb.) Makino
6247,288157,Rosa acicularis Lindl.
6248,288170,Rosa arkansana Porter
6249,288171,Rosa arvensis Huds.
6250,288175,Rosa balsamica Besser
6251,288198,Rosa canina L.
6252,288200,Rosa carolina L.
6253,288206,Rosa chinensis Jacq.
6254,288243,Rosa gallica L.
6255,288250,Rosa glauca Pourr.
6256,288296,Rosa laevigata Michx.
6257,288325,Rosa mollis Sm.
6258,288333,Rosa multiflora Thunb.
6259,288351,Rosa palustris Marshall
6260,288353,Rosa pendulina L.
6261,288357,Rosa pinetorum A.Heller
6262,288365,Rosa pouzinii Tratt.
6263,288383,Rosa rugosa Thunb.
6264,288395,Rosa setigera Michx.
6265,288398,Rosa sherardii Davies
6266,288410,Rosa spinosissima L.
6267,288412,Rosa squarrosa (A.Rau) Boreau
6268,288426,Rosa tomentosa Sm.
6269,288442,Rosa virginiana Mill.
6270,288447,Rosa woodsii Lindl.
6271,288449,Rosa xanthina Lindl.
6272,288513,Rubus allegheniensis Porter
6273,288534,Rubus anatolicus Focke
6274,288559,Rubus arcticus L.
6275,288564,Rubus argutus Link
6276,2886,Monechma debile (Forssk.) Nees
6277,28860,Stylochaeton natalensis Schott
6278,288612,Rubus bernardinus (Greene) Fedde
6279,288618,Rubus bifrons Vest
6280,28863,Stylochaeton puberulus N.E.Br.
6281,288660,Rubus caesius L.
6282,288674,Rubus canadensis L.
6283,288713,Rubus chamaemorus L.
6284,28879,Syngonium angustatum Schott
6285,288817,Rubus deliciosus Torr.
6286,288872,Rubus ellipticus Sm.
6287,288942,Rubus frondosus (Torr.) Bigelow
6288,288998,Rubus gratus Focke
6289,28902,Syngonium neglectum Schott
6290,28904,Syngonium podophyllum Schott
6291,289060,Rubus hispidus L.
6292,289094,Rubus idaeus L.
6293,28913,Syngonium wendlandii Schott
6294,289171,Rubus laciniatus (Weston) Willd.
6295,289200,Rubus laudatus A.Berger
6296,289227,Rubus lindebergii P.J.Müll.
6297,289337,Rubus mucronulatus Boreau
6298,289378,Rubus nivalis Douglas ex Hook.
6299,289402,Rubus occidentalis L.
6300,289408,Rubus odoratus L.
6301,289461,Rubus pedatus Sm.
6302,289462,Rubus pedemontanus Pinkw.
6303,289469,Rubus pensilvanicus Poir.
6304,289499,Rubus phoenicolasius Maxim.
6305,289536,Rubus polyanthemus Lindeb.
6306,289583,Rubus pubescens Raf.
6307,289644,Rubus rosifolius Sm.
6308,289744,Rubus spectabilis Pursh
6309,289855,Rubus trivialis Michx.
6310,289870,Rubus ulmifolius Schott
6311,289876,Rubus urticifolius Poir.
6312,289897,Rubus vestitus Weihe
6313,289915,Rubus wahlbergii Arrh.
6314,289963,Sanguisorba canadensis L.
6315,289975,Sanguisorba officinalis L.
6316,289979,Sarcopoterium spinosum (L.) Spach
6317,289991,Sibbaldia procumbens L.
6318,290001,Sibbaldiopsis tridentata (Sol.) Rydb.
6319,290051,Sorbus americana Marshall
6320,290058,Sorbus aria (L.) Crantz
6321,290063,Sorbus aucuparia L.
6322,290064,Sorbus austriaca (Beck) Hedl.
6323,290075,Sorbus californica Greene
6324,290076,Sorbus caloneura (Stapf) Rehder
6325,29009,Urospatha friedrichsthalii Schott
6326,290100,Sorbus domestica L.
6327,290141,Sorbus hybrida L.
6328,290144,Sorbus intermedia (Ehrh.) Pers.
6329,29018,Wolffia arrhiza (L.) Horkel ex Wimm.
6330,290185,Sorbus norvegica Hedl.
6331,290187,Sorbus occidentalis (S.Watson) Greene
6332,29020,Wolffia borealis (Engelm. ex Hegelm.) Landolt
6333,29021,Wolffia brasiliensis Wedd.
6334,290220,Sorbus rupicola (Syme) Hedl.
6335,290231,Sorbus scopulina Greene
6336,290253,Sorbus torminalis (L.) Crantz
6337,290327,Spiraea betulifolia Pall.
6338,290334,Spiraea chamaedryfolia L.
6339,290342,Spiraea densiflora Nutt. ex Rydb.
6340,290366,Spiraea media Schmidt
6341,290375,Spiraea nipponica Maxim.
6342,290382,Spiraea pubescens Turcz.
6343,290385,Spiraea salicifolia L.
6344,290400,Spiraea thunbergii Siebold ex Blume
6345,290402,Spiraea tomentosa L.
6346,290404,Spiraea trilobata L.
6347,290436,Waldsteinia ternata (Stephan) Fritsch
6348,290525,Afrocanthium lactescens (Hiern) Lantz
6349,290658,Alseis floribunda Schott
6350,290760,Anthospermum ammannioides S.Moore
6351,290790,Anthospermum ternatum Hiern
6352,290883,Arachnothryx buddleioides (Benth.) Planch.
6353,290922,Arachnothryx leucophylla (Kunth) Planch.
6354,29098,Xanthosoma robustum Schott
6355,29114,Xanthosoma wendlandii (Schott) Standl.
6356,29116,Zamioculcas zamiifolia (Lodd.) Engl.
6357,29118,Zantedeschia aethiopica (L.) Spreng.
6358,29120,Zantedeschia albomaculata (Hook.) Baill.
6359,291228,Asperula cynanchica L.
6360,291258,Asperula hirsuta Desf.
6361,291259,Asperula hirta Ramond
6362,291306,Asperula perpusilla Hook.f.
6363,291321,Asperula purpurea (L.) Ehrend.
6364,291353,Asperula taurina L.
6365,291360,Asperula tinctoria L.
6366,29137,Aralia apioides Hand.-Mazz.
6367,291493,Bertiera brevithyrsa A.P.Davis
6368,291552,Bobea hookeri Hillebr.
6369,291555,Bobea timonioides (Hook.f.) Hillebr.
6370,29157,Aralia elata (Miq.) Seem.
6371,291590,Bouvardia longiflora (Cav.) Kunth
6372,291610,Bouvardia tenuifolia Standl.
6373,291611,Bouvardia ternifolia (Cav.) Schltdl.
6374,29166,Aralia gintungensis C.Y.Wu ex K.M.Feng
6375,2917,Nelsonia canescens (Lam.) Spreng.
6376,291706,Calycophyllum candidissimum (Vahl) DC.
6377,29171,Aralia hispida Vent.
6378,29173,Aralia humilis Cav.
6379,291802,Canthium oligocarpum Hiern
6380,29185,Aralia nudicaulis L.
6381,291860,Carphalea kirondron Baill.
6382,291869,Casasia clusiifolia (Jacq.) Urb.
6383,29189,Aralia racemosa L.
6384,291903,Catunaregam spinosa (Thunb.) Tirveng.
6385,291905,Catunaregam swynnertonii (S.Moore) Bridson
6386,291912,Cephalanthus occidentalis L.
6387,29198,Aralia spinosa L.
6388,29200,Aralia stipulata Franch.
6389,292097,Chiococca alba (L.) Hitchc.
6390,292123,Chione venosa (Sw.) Urb.
6391,292191,Chomelia spinosa Jacq.
6392,292194,Chomelia tenuiflora Benth.
6393,292213,Cinchona calisaya Wedd.
6394,292259,Coccocypselum hirsutum Bartl. ex DC.
6395,292292,Coffea arabica L.
6396,292441,Coprosma arborea Kirk
6397,292443,Coprosma areolata Cheeseman
6398,292455,Coprosma crassifolia Colenso
6399,292459,Coprosma decurva Heads
6400,292463,Coprosma dumosa (Cheeseman) G.T.Jane
6401,292468,Coprosma esulcata (F.Br.) Fosberg
6402,292479,Coprosma intertexta G.Simpson
6403,292483,Coprosma linariifolia (Hook.f.) Hook.f.
6404,292486,Coprosma macrocarpa Cheeseman
6405,292490,Coprosma montana Hillebr.
6406,292494,Coprosma niphophila Orchard
6407,292504,Coprosma perpusilla Colenso
6408,292507,Coprosma petriei Cheeseman
6409,292522,Coprosma reticulata J.Florence
6410,292525,Coprosma rigida Cheeseman
6411,292527,Coprosma rotundifolia A.Cunn.
6412,292528,Coprosma rubra Petrie
6413,292529,Coprosma rugosa Cheeseman
6414,292531,Coprosma serrulata Hook.f. ex Buchanan
6415,292533,Coprosma spathulata A.Cunn.
6416,292540,Coprosma tenuifolia Cheeseman
6417,292545,Coprosma waimeae Wawra
6418,292546,Coprosma wallii Petrie
6419,292803,Crucianella angustifolia L.
6420,292822,Crucianella maritima L.
6421,292838,Cruciata laevipes Opiz
6422,29284,Cheirodendron bastardianum (Decne.) Frodin
6423,292840,Cruciata pedemontana (Bellardi) Ehrend.
6424,29290,Cheirodendron trigynum (Gaudich.) A.Heller
6425,29310,Cussonia spicata Thunb.
6426,293178,Discospermum apiocarpum Dalzell ex Hook.f.
6427,293182,Discospermum sphaerocarpum Dalzell ex Hook.f.
6428,293360,Erithalis fruticosa L.
6429,293389,Exostema caribaeum (Jacq.) Schult.
6430,293428,Fadogia ancylantha Schweinf.
6431,293447,Fadogia homblei De Wild.
6432,293462,Fadogia stenophylla Welw. ex Hiern
6433,293712,Feretia aeruginescens Stapf
6434,293909,Galium album Mill.
6435,293918,Galium angustifolium Nutt.
6436,293920,Galium anisophyllon Vill.
6437,293970,Galium boreale L.
6438,29399,Dendropanax querceti Donn.Sm.
6439,294024,Galium circaezans Michx.
6440,294073,Galium divaricatum Pourr. ex Lam.
6441,294102,Galium firmum Tausch
6442,294223,Galium lucidum All.
6443,294243,Galium megalospermum All.
6444,294258,Galium mollugo L.
6445,294291,Galium obtusum Bigelow
6446,294294,Galium odoratum (L.) Scop.
6447,294319,Galium parisiense L.
6448,294346,Galium porrigens Dempster
6449,294367,Galium pumilum Murray
6450,294383,Galium rotundifolium L.
6451,294400,Galium saxatile L.
6452,294414,Galium serpenticum Dempster
6453,294437,Galium stellatum Kellogg
6454,294440,Galium sterneri Ehrend.
6455,294480,Galium tricornutum Dandy
6456,294483,Galium triflorum Michx.
6457,294494,Galium uliginosum L.
6458,294500,Galium valdepilosum Heinr.Braun
6459,294505,Galium verrucosum Huds.
6460,294510,Galium virgatum Nutt.
6461,294529,Galopina circaeoides Thunb.
6462,294629,Gardenia remyi H.Mann
6463,294631,Gardenia resiniflua Hiern
6464,294642,Gardenia sokotensis Hutch.
6465,294650,Gardenia taitensis DC.
6466,294667,Gardenia volkensii K.Schum.
6467,294695,Geophila obvallata Didr.
6468,29472,Hedera canariensis Willd.
6469,294834,Guettarda foliacea Standl.
6470,294910,Guettarda scabra (L.) Vent.
6471,294914,Guettarda speciosa L.
6472,294983,Hamelia patens Jacq.
6473,2950,Odontonema cuspidatum (Nees) Kuntze
6474,29501,Hydrocotyle americana L.
6475,29508,Hydrocotyle bonariensis Comm. ex Lam.
6476,295188,Hillia parasitica Jacq.
6477,29522,Hydrocotyle elongata A.Cunn. ex Hook.f.
6478,29531,Hydrocotyle hazenii Rose
6479,295374,Houstonia caerulea L.
6480,295379,Houstonia longifolia Gaertn.
6481,295380,Houstonia micrantha (Shinners) Terrell
6482,295384,Houstonia procumbens (Walter ex J.F.Gmel.) Standl.
6483,295387,Houstonia pusilla Schoepf
6484,295389,Houstonia rubra Cav.
6485,295390,Houstonia serpyllifolia Michx.
6486,295430,Hydnophytum formicarum Jack
6487,295700,Ixora casei Hance
6488,295714,Ixora coccinea L.
6489,295849,Ixora javanica (Blume) DC.
6490,29586,Hydrocotyle umbellata L.
6491,29589,Hydrocotyle verticillata Thunb.
6492,29592,Hydrocotyle vulgaris L.
6493,295925,Ixora marquesensis F.Br.
6494,29598,Kalopanax septemlobus (Thunb.) Koidz.
6495,296190,Kadua formosa Hillebr.
6496,296196,Kadua littoralis Hillebr.
6497,296232,Keetia gueinzii (Sond.) Bridson
6498,296252,Keetia venosa (Oliv.) Bridson
6499,296257,Kelloggia galioides Torr.
6500,296308,Kohautia subverticillata (K.Schum.) Mantell
6501,2965,Odontonema tubaeforme (Bertol.) Kuntze
6502,29663,Oplopanax horridus (Sm.) Miq.
6503,296714,Leptostigma setulosum (Hook.f.) Fosberg
6504,296742,Luculia pinceana Hook.
6505,296755,Machaonia coulteri (Hook.f.) Standl.
6506,296758,Machaonia erythrocarpa (Standl.) Borhidi
6507,296795,Macrosphyra longistyla (DC.) Hiern
6508,297100,Mitracarpus hirtus (L.) DC.
6509,297131,Mitragyna inermis (Willd.) Kuntze
6510,29721,Oreopanax geminatus Marchal
6511,297229,Morinda panamensis Seem.
6512,297247,Morinda royoc L.
